type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,start_datetime,cycle_number
discharge,[2008.       5.       5.       0.      35.      53.968],24,B0005,255,5376,05376.csv,1.590369231400328,,,2008-05-05 00:35:00,74
discharge,[2008.       5.       5.       5.      28.      13.937],24,B0005,259,5380,05380.csv,1.5857889968242211,,,2008-05-05 05:28:00,75
discharge,[2008.     5.     5.    11.    41.    31.5],24,B0005,263,5384,05384.csv,1.5849430707374117,,,2008-05-05 11:41:00,76
discharge,[2008.       5.       5.      20.      40.       8.562],24,B0005,265,5386,05386.csv,1.5955263892495937,,,2008-05-05 20:40:00,77
discharge,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],24,B0005,269,5390,05390.csv,1.5747301747801037,,,2008-05-06 01:38:00,78
discharge,[2008.       5.       6.       6.      37.       6.296],24,B0005,273,5394,05394.csv,1.5649019950937946,,,2008-05-06 06:37:00,79
discharge,[2008.       5.       6.      11.      25.      21.031],24,B0005,277,5398,05398.csv,1.5597659473370362,,,2008-05-06 11:25:00,80
discharge,[2008.       5.       6.      16.      23.      36.296],24,B0005,281,5402,05402.csv,1.5594815668184234,,,2008-05-06 16:23:00,81
discharge,[2008.       5.       6.      21.      21.      49.265],24,B0005,285,5406,05406.csv,1.55468935359061,,,2008-05-06 21:21:00,82
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01],24,B0005,289,5410,05410.csv,1.5488741079890418,,,2008-05-07 02:17:00,83
discharge,[2008.       5.       7.       7.       4.       2.109],24,B0005,293,5414,05414.csv,1.538236598942558,,,2008-05-07 07:04:00,84
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01],24,B0005,297,5418,05418.csv,1.527914258251028,,,2008-05-07 12:01:00,85
discharge,[2008.       5.       7.      16.      59.      29.937],24,B0005,301,5422,05422.csv,1.5285252629756445,,,2008-05-07 16:59:00,86
discharge,[2008.       5.       7.      21.      56.       9.656],24,B0005,305,5426,05426.csv,1.522647325284378,,,2008-05-07 21:56:00,87
discharge,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],24,B0005,309,5430,05430.csv,1.5174859938489869,,,2008-05-08 02:53:00,88
discharge,[2008    5    9   12   25    7],24,B0005,312,5433,05433.csv,1.605818899130659,,,2008-05-09 12:25:00,89
discharge,[2008.       5.       9.      20.      28.       9.734],24,B0005,315,5436,05436.csv,1.5638491446744425,,,2008-05-09 20:28:00,90
discharge,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,B0005,319,5440,05440.csv,1.5480915247767786,,,2008-05-10 01:21:00,91
discharge,[2008    5   10    6   18   12],24,B0005,323,5444,05444.csv,1.5323755631868592,,,2008-05-10 06:18:00,92
discharge,[2008.       5.      10.      11.      16.       4.843],24,B0005,327,5448,05448.csv,1.5269528268489705,,,2008-05-10 11:16:00,93
discharge,[2008.       5.      10.      16.      11.      56.109],24,B0005,331,5452,05452.csv,1.5169573017136326,,,2008-05-10 16:11:00,94
discharge,[2008.       5.      10.      21.       7.      54.625],24,B0005,335,5456,05456.csv,1.5118975960142693,,,2008-05-10 21:07:00,95
discharge,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],24,B0005,339,5460,05460.csv,1.5065638960681105,,,2008-05-11 02:05:00,96
discharge,[2008.       5.      11.       6.      55.      27.734],24,B0005,343,5464,05464.csv,1.5015453526671363,,,2008-05-11 06:55:00,97
discharge,[2008.       5.      11.      11.      52.      47.187],24,B0005,347,5468,05468.csv,1.4908444050400238,,,2008-05-11 11:52:00,98
discharge,[2008.       5.      11.      16.      49.      58.921],24,B0005,351,5472,05472.csv,1.485868384561201,,,2008-05-11 16:49:00,99
discharge,[2008.       5.      11.      21.      47.      12.843],24,B0005,355,5476,05476.csv,1.480413677976106,,,2008-05-11 21:47:00,100
discharge,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],24,B0005,359,5480,05480.csv,1.4752095869031632,,,2008-05-12 02:36:00,101
discharge,[2008.       5.      12.      12.      56.      34.781],24,B0005,363,5484,05484.csv,1.4859035988304024,,,2008-05-12 12:56:00,102
discharge,[2008.       5.      12.      18.      59.      59.453],24,B0005,366,5487,05487.csv,1.4960918298136696,,,2008-05-12 18:59:00,103
discharge,[2008.       5.      12.      23.      53.      17.609],24,B0005,370,5491,05491.csv,1.4808005946928984,,,2008-05-12 23:53:00,104
discharge,[2008.       5.      13.       4.      35.      25.359],24,B0005,374,5495,05495.csv,1.4697543268466824,,,2008-05-13 04:35:00,105
discharge,[2008.       5.      13.       9.      24.       4.718],24,B0005,378,5499,05499.csv,1.4539012274845928,,,2008-05-13 09:24:00,106
discharge,[2008.       5.      13.      14.      20.      24.937],24,B0005,382,5503,05503.csv,1.4541462067235693,,,2008-05-13 14:20:00,107
discharge,[2008.       5.      13.      19.       4.      20.531],24,B0005,386,5507,05507.csv,1.455023751906683,,,2008-05-13 19:04:00,108
discharge,[2008.       5.      13.      23.      59.      26.015],24,B0005,390,5511,05511.csv,1.449042163761236,,,2008-05-13 23:59:00,109
discharge,[2008.       5.      14.       4.      55.      57.453],24,B0005,394,5515,05515.csv,1.4386709371480566,,,2008-05-14 04:55:00,110
discharge,[2008.       5.      14.       9.      52.      22.062],24,B0005,398,5519,05519.csv,1.433445432156979,,,2008-05-14 09:52:00,111
discharge,[2008.       5.      14.      14.      35.      22.515],24,B0005,402,5523,05523.csv,1.4333958900838095,,,2008-05-14 14:35:00,112
discharge,[2008.      5.     14.     19.     31.     39.39],24,B0005,406,5527,05527.csv,1.42806487344776,,,2008-05-14 19:31:00,113
discharge,[2008.       5.      15.       0.      27.      55.625],24,B0005,410,5531,05531.csv,1.4229203181741186,,,2008-05-15 00:27:00,114
discharge,[2008.      5.     15.      5.     24.      4.89],24,B0005,414,5535,05535.csv,1.417429032731308,,,2008-05-15 05:24:00,115
discharge,[2008.       5.      15.      10.      20.       3.875],24,B0005,418,5539,05539.csv,1.412409228794446,,,2008-05-15 10:20:00,116
discharge,[2008.       5.      15.      15.      10.      59.437],24,B0005,422,5543,05543.csv,1.412578792940193,,,2008-05-15 15:10:00,117
discharge,[2008.      5.     15.     19.     56.     47.39],24,B0005,426,5547,05547.csv,1.4075983731469897,,,2008-05-15 19:56:00,118
discharge,[2008.       5.      16.      16.      54.      59.812],24,B0005,430,5551,05551.csv,1.4333920485221476,,,2008-05-16 16:54:00,119
discharge,[2008.       5.      16.      21.      37.      39.671],24,B0005,432,5553,05553.csv,1.4382550176792908,,,2008-05-16 21:37:00,120
discharge,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01],24,B0005,436,5557,05557.csv,1.4173547174485526,,,2008-05-17 02:32:00,121
discharge,[2008.       5.      17.       7.      25.      19.906],24,B0005,440,5561,05561.csv,1.406981663677643,,,2008-05-17 07:25:00,122
discharge,[2008.      5.     17.     12.     21.     15.89],24,B0005,444,5565,05565.csv,1.4012037783587625,,,2008-05-17 12:21:00,123
discharge,[2008.       5.      17.      17.      15.      37.281],24,B0005,448,5569,05569.csv,1.3967008232726328,,,2008-05-17 17:15:00,124
discharge,[2008.       5.      17.      22.      10.      51.218],24,B0005,452,5573,05573.csv,1.391284788852726,,,2008-05-17 22:10:00,125
discharge,[2008.       5.      18.       3.       5.      19.265],24,B0005,456,5577,05577.csv,1.3862287677978349,,,2008-05-18 03:05:00,126
discharge,[2008.       5.      18.       8.       0.      50.421],24,B0005,460,5581,05581.csv,1.3804366761974138,,,2008-05-18 08:00:00,127
discharge,[2008.       5.      18.      12.      44.      48.437],24,B0005,464,5585,05585.csv,1.3752364150256224,,,2008-05-18 12:44:00,128
discharge,[2008.       5.      18.      17.      36.      29.734],24,B0005,468,5589,05589.csv,1.3705128024895008,,,2008-05-18 17:36:00,129
discharge,[2008.       5.      18.      22.      31.      45.515],24,B0005,472,5593,05593.csv,1.3705085566270399,,,2008-05-18 22:31:00,130
discharge,[2008.       5.      19.       3.      27.       7.765],24,B0005,476,5597,05597.csv,1.3647355108681518,,,2008-05-19 03:27:00,131
discharge,[2008.       5.      19.      15.      34.      33.625],24,B0005,480,5601,05601.csv,1.375392016895762,,,2008-05-19 15:34:00,132
discharge,[2008.       5.      19.      20.      59.      48.437],24,B0005,482,5603,05603.csv,1.3861115151535393,,,2008-05-19 20:59:00,133
discharge,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],24,B0005,484,5605,05605.csv,1.3698500035838939,,,2008-05-20 01:16:00,134
discharge,[2008.       5.      20.       6.      12.       6.265],24,B0005,488,5609,05609.csv,1.3647827949260758,,,2008-05-20 06:12:00,135
discharge,[2008.       5.      20.      11.       7.      23.453],24,B0005,492,5613,05613.csv,1.3543220466259964,,,2008-05-20 11:07:00,136
discharge,[2008.       5.      20.      15.      57.      27.312],24,B0005,496,5617,05617.csv,1.3546417018378962,,,2008-05-20 15:57:00,137
discharge,[2008.       5.      20.      20.      50.      39.015],24,B0005,500,5621,05621.csv,1.3547039213192407,,,2008-05-20 20:50:00,138
discharge,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],24,B0005,504,5625,05625.csv,1.349314997503458,,,2008-05-21 01:39:00,139
discharge,[2008.       5.      21.       6.      24.      27.281],24,B0005,508,5629,05629.csv,1.3441891937970554,,,2008-05-21 06:24:00,140
discharge,[2008.       5.      21.      11.      18.       6.015],24,B0005,512,5633,05633.csv,1.3389913790695755,,,2008-05-21 11:18:00,141
discharge,[2008.       5.      21.      16.      10.      21.203],24,B0005,516,5637,05637.csv,1.3389145230206971,,,2008-05-21 16:10:00,142
discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,B0005,520,5641,05641.csv,1.3340066759761655,,,2008-05-21 21:02:00,143
discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,B0005,524,5645,05645.csv,1.3286444309174914,,,2008-05-22 01:42:00,144
discharge,[2008.       5.      22.       6.      32.      40.921],24,B0005,528,5649,05649.csv,1.3231708992276219,,,2008-05-22 06:32:00,145
discharge,[2008.       5.      22.      11.      23.      22.187],24,B0005,532,5653,05653.csv,1.3181691588445197,,,2008-05-22 11:23:00,146
discharge,[2008.      5.     22.     16.     17.     58.89],24,B0005,536,5657,05657.csv,1.3184664436640334,,,2008-05-22 16:17:00,147
discharge,[2008.       5.      22.      20.      59.      50.203],24,B0005,540,5661,05661.csv,1.318293040102702,,,2008-05-22 20:59:00,148
discharge,[2008.       5.      23.      12.      13.      16.359],24,B0005,544,5665,05665.csv,1.323872422244268,,,2008-05-23 12:13:00,149
discharge,[2008.       5.      23.      20.      14.      29.875],24,B0005,547,5668,05668.csv,1.3601216766554785,,,2008-05-23 20:14:00,150
discharge,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01],24,B0005,551,5672,05672.csv,1.3395306867947354,,,2008-05-24 01:09:00,151
discharge,[2008.       5.      24.       6.       0.      20.156],24,B0005,555,5676,05676.csv,1.3290286565120697,,,2008-05-24 06:00:00,152
discharge,[2008.       5.      24.      10.      42.      50.484],24,B0005,559,5680,05680.csv,1.3236741274998955,,,2008-05-24 10:42:00,153
discharge,[2008.       5.      24.      15.      31.      10.593],24,B0005,563,5684,05684.csv,1.318633896753293,,,2008-05-24 15:31:00,154
discharge,[2008.       5.      24.      20.      21.      13.437],24,B0005,567,5688,05688.csv,1.3134751321324272,,,2008-05-24 20:21:00,155
discharge,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01],24,B0005,571,5692,05692.csv,1.3132020634442203,,,2008-05-25 01:06:00,156
discharge,[2008.      5.     25.      5.     57.     17.89],24,B0005,575,5696,05696.csv,1.3077959946944353,,,2008-05-25 05:57:00,157
discharge,[2008.       5.      25.      10.      51.      37.015],24,B0005,579,5700,05700.csv,1.3030329186405918,,,2008-05-25 10:51:00,158
discharge,[2008.      5.     25.     15.     37.      8.89],24,B0005,583,5704,05704.csv,1.3033573559038205,,,2008-05-25 15:37:00,159
discharge,[2008.       5.      25.      20.      23.       4.453],24,B0005,587,5708,05708.csv,1.3034100438655642,,,2008-05-25 20:23:00,160
discharge,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,B0005,591,5712,05712.csv,1.2978870806495706,,,2008-05-26 01:13:00,161
discharge,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,B0005,595,5716,05716.csv,1.2980735056918902,,,2008-05-26 06:01:00,162
discharge,[2008.       5.      26.      10.      44.      38.468],24,B0005,599,5720,05720.csv,1.293463613844243,,,2008-05-26 10:44:00,163
discharge,[2008.       5.      26.      15.      30.      43.968],24,B0005,603,5724,05724.csv,1.288003392619118,,,2008-05-26 15:30:00,164
discharge,[2008.       5.      26.      20.      21.       4.921],24,B0005,607,5728,05728.csv,1.2874525221379407,,,2008-05-26 20:21:00,165
discharge,[2008.       5.      27.      15.      52.      41.359],24,B0005,611,5732,05732.csv,1.3090153642307354,,,2008-05-27 15:52:00,166
discharge,[2008.       5.      27.      20.      45.      42.125],24,B0005,613,5734,05734.csv,1.3250793286429356,,,2008-05-27 20:45:00,167
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,B0006,1,4506,04506.csv,2.035337591005598,,,2008-04-02 15:25:00,0
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,B0006,3,4508,04508.csv,2.0251402460314116,,,2008-04-02 19:43:00,1
discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,B0006,5,4510,04510.csv,2.013326371345464,,,2008-04-03 00:01:00,2
discharge,[2008.       4.       3.       4.      16.      37.375],24,B0006,7,4512,04512.csv,2.0132846655407413,,,2008-04-03 04:16:00,3
discharge,[2008.       4.       3.       8.      33.      25.703],24,B0006,9,4514,04514.csv,2.000528337624771,,,2008-04-03 08:33:00,4
discharge,[2008.       4.       3.      12.      55.      10.687],24,B0006,11,4516,04516.csv,2.0138990759931645,,,2008-04-03 12:55:00,5
discharge,[2008.       4.       3.      17.      17.      16.015],24,B0006,13,4518,04518.csv,2.013101105626967,,,2008-04-03 17:17:00,6
discharge,[2008.       4.       3.      21.      28.      14.718],24,B0006,15,4520,04520.csv,1.9687898262728398,,,2008-04-03 21:28:00,7
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,B0006,17,4522,04522.csv,1.9681661764334244,,,2008-04-04 01:38:00,8
discharge,[2008.       4.       4.       5.      48.       8.609],24,B0006,19,4524,04524.csv,1.9572307917560536,,,2008-04-04 05:48:00,9
discharge,[2008.       4.       4.       9.      57.      19.765],24,B0006,21,4526,04526.csv,1.9455991514129352,,,2008-04-04 09:57:00,10
discharge,[2008.       4.       4.      17.      56.      27.609],24,B0006,24,4529,04529.csv,1.9347505044841131,,,2008-04-04 17:56:00,11
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0006,26,4531,04531.csv,1.9232799539368028,,,2008-04-04 22:01:00,12
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0006,28,4533,04533.csv,1.911889930948487,,,2008-04-05 02:20:00,13
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0006,30,4535,04535.csv,1.9010667141979305,,,2008-04-05 06:25:00,14
discharge,[2008.       4.       5.      10.      30.      32.312],24,B0006,32,4537,04537.csv,1.8891989948061458,,,2008-04-05 10:30:00,15
discharge,[2008.       4.       5.      14.      34.      41.468],24,B0006,34,4539,04539.csv,1.878278372248849,,,2008-04-05 14:34:00,16
discharge,[2008.       4.       5.      18.      39.      25.218],24,B0006,36,4541,04541.csv,1.8675697161520206,,,2008-04-05 18:39:00,17
